year,date,team1,team2,team1_venue,team1_outcome,team1_score,team2_score
2015,11/25/14,Arkansas St.,Lamar,H,L,58,63
2015,12/1/14,Arkansas St.,Central Arkansas,A,W,67,49
2015,12/10/14,Arkansas St.,Purdue,A,L,46,87
2015,12/13/14,Arkansas St.,Toledo,A,L,65,73
2015,12/17/14,Arkansas St.,Mississippi St.,A,W,69,55
2015,12/20/14,Arkansas St.,Marshall,H,W,67,58
2015,12/23/14,Arkansas St.,Niagara,A,W,74,69
2015,12/30/14,Arkansas St.,South Alabama,A,W,63,60
2015,1/3/15,Arkansas St.,Appalachian St.,H,L,73,74
2015,1/5/15,Arkansas St.,Louisiana Monroe,A,L,61,70
2015,1/8/15,Arkansas St.,Georgia Southern,H,L,61,73
2015,1/10/15,Arkansas St.,UT Arlington,A,L,50,77
2015,1/15/15,Arkansas St.,Appalachian St.,A,W,59,50
2015,1/17/15,Arkansas St.,Texas St.,H,W,78,73
2015,1/19/15,Arkansas St.,Georgia St.,H,L,54,60
2015,1/22/15,Arkansas St.,Louisiana Lafayette,A,L,59,96
2015,1/24/15,Arkansas St.,Troy,A,W,64,55
2015,1/29/15,Arkansas St.,Little Rock,H,L,65,75
2015,1/31/15,Arkansas St.,Georgia St.,A,L,43,74
2015,2/5/15,Arkansas St.,Troy,H,L,64,69
2015,2/12/15,Arkansas St.,Georgia Southern,A,L,60,65
2015,2/19/15,Arkansas St.,Little Rock,A,L,57,70
2015,2/21/15,Arkansas St.,Louisiana Monroe,H,W,70,68
2015,2/26/15,Arkansas St.,UT Arlington,H,W,81,80
2015,2/28/15,Arkansas St.,Texas St.,A,L,60,70
2015,3/5/15,Arkansas St.,South Alabama,H,L,76,81
2015,3/7/15,Arkansas St.,Louisiana Lafayette,H,L,57,81
2015,11/16/14,Mercer,Seton Hall,A,L,47,63
2015,11/19/14,Mercer,Kennesaw St.,H,W,74,66
2015,11/23/14,Mercer,Colorado St.,A,L,62,75
2015,11/27/14,Mercer,Rice,N,W,77,71
2015,11/28/14,Mercer,UC Santa Barbara,N,L,60,65
2015,11/29/14,Mercer,Pacific,N,L,48,55
2015,12/6/14,Mercer,VMI,H,W,90,81
2015,12/16/14,Mercer,Dartmouth,H,L,51,67
2015,12/19/14,Mercer,Bethune Cookman,H,W,67,46
2015,12/22/14,Mercer,Tennessee,A,L,54,64
2015,12/27/14,Mercer,Georgia,A,L,77,86
2015,12/30/14,Mercer,Texas A&M,A,L,50,65
2015,1/3/15,Mercer,UNC Greensboro,A,W,76,55
2015,1/5/15,Mercer,VMI,A,W,85,75
2015,1/8/15,Mercer,East Tennessee St.,A,L,70,71
2015,1/10/15,Mercer,The Citadel,H,W,74,51
2015,1/15/15,Mercer,Furman,H,W,67,64
2015,1/17/15,Mercer,Samford,H,W,80,56
2015,1/22/15,Mercer,Western Carolina,A,L,52,60
2015,1/29/15,Mercer,Chattanooga,H,W,75,72
2015,1/31/15,Mercer,Wofford,A,L,46,49
2015,2/5/15,Mercer,The Citadel,A,W,76,53
2015,2/7/15,Mercer,Furman,A,W,74,68
2015,2/12/15,Mercer,Western Carolina,H,L,54,58
2015,2/14/15,Mercer,UNC Greensboro,H,W,55,50
2015,2/19/15,Mercer,Chattanooga,A,L,61,74
2015,2/21/15,Mercer,Samford,A,W,62,61
2015,2/26/15,Mercer,Wofford,H,L,72,76
2015,2/28/15,Mercer,East Tennessee St.,H,W,69,64
2015,3/7/15,Mercer,VMI,N,W,89,61
2015,3/8/15,Mercer,Furman,N,L,49,52
2015,3/18/15,Mercer,Stony Brook,H,W,72,70
2015,3/23/15,Mercer,Louisiana Monroe,H,L,69,71
2015,11/15/14,Penn,Delaware St.,H,L,75,77
2015,11/18/14,Penn,Rider,H,L,57,73
2015,11/22/14,Penn,Lafayette,H,L,77,83
2015,11/25/14,Penn,Temple,A,L,67,76
2015,11/29/14,Penn,Wagner,A,L,61,64
2015,12/3/14,Penn,Navy,A,W,57,46
2015,12/6/14,Penn,Binghamton,A,W,79,70
2015,12/9/14,Penn,Marist,H,W,59,42
2015,12/22/14,Penn,Vanderbilt,A,L,50,79
2015,12/30/14,Penn,La Salle,A,L,67,84
2015,1/10/15,Penn,Princeton,A,L,74,78
2015,1/13/15,Penn,Niagara,A,W,67,56
2015,1/17/15,Penn,Villanova,H,L,47,62
2015,1/21/15,Penn,Monmouth,H,L,56,71
2015,1/24/15,Penn,Saint Joseph's,N,W,56,52
2015,1/30/15,Penn,Dartmouth,H,W,58,51
2015,1/31/15,Penn,Harvard,H,L,38,63
2015,2/6/15,Penn,Cornell,A,W,71,69
2015,2/7/15,Penn,Columbia,A,L,56,83
2015,2/13/15,Penn,Yale,H,L,48,75
2015,2/14/15,Penn,Brown,H,L,55,71
2015,2/20/15,Penn,Harvard,A,L,46,69
2015,2/21/15,Penn,Dartmouth,A,L,62,67
2015,2/27/15,Penn,Brown,A,L,69,75
2015,2/28/15,Penn,Yale,A,L,50,55
2015,3/6/15,Penn,Columbia,H,W,54,46
2015,3/7/15,Penn,Cornell,H,W,79,72
2015,3/10/15,Penn,Princeton,H,L,52,73
2015,11/17/14,Tulane,Wake Forest,H,L,49,71
2015,11/20/14,Tulane,Mississippi Valley S,H,W,100,61
2015,11/25/14,Tulane,Southern,H,W,74,59
2015,11/28/14,Tulane,Southeastern Louisia,H,W,71,61
2015,11/30/14,Tulane,Tennessee Tech,H,W,73,68
2015,12/3/14,Tulane,Loyola Chicago,A,W,83,70
2015,12/6/14,Tulane,Mississippi St.,H,W,59,54
2015,12/16/14,Tulane,Savannah St.,H,W,75,67
2015,12/19/14,Tulane,Jackson St.,H,W,56,49
2015,12/22/14,Tulane,Washington,A,L,57,66
2015,12/28/14,Tulane,St. John's,N,L,57,82
2015,12/31/14,Tulane,East Carolina,A,W,67,59
2015,1/3/15,Tulane,Memphis,A,W,74,66
2015,1/7/15,Tulane,Temple,H,L,56,64
2015,1/11/15,Tulane,South Florida,H,W,56,51
2015,1/14/15,Tulane,UCF,A,L,100,103
2015,1/17/15,Tulane,Houston,A,W,68,65
2015,1/21/15,Tulane,SMU,H,L,52,66
2015,1/24/15,Tulane,Memphis,H,L,55,57
2015,1/27/15,Tulane,Tulsa,H,L,55,62
2015,1/31/15,Tulane,Temple,A,L,37,55
2015,2/7/15,Tulane,Connecticut,H,L,53,62
2015,2/14/15,Tulane,Cincinnati,A,W,50,49
2015,2/19/15,Tulane,UCF,H,L,55,69
2015,2/22/15,Tulane,Connecticut,A,L,60,67
2015,2/25/15,Tulane,Tulsa,A,L,55,76
2015,2/28/15,Tulane,Cincinnati,H,L,47,63
2015,3/4/15,Tulane,Houston,H,L,63,68
2015,3/7/15,Tulane,South Florida,A,W,67,63
2015,3/12/15,Tulane,Houston,N,L,60,66
2015,11/14/14,Hampton,Iowa,A,L,56,90
2015,11/16/14,Hampton,Syracuse,A,L,47,65
2015,11/21/14,Hampton,Alcorn St.,N,W,82,69
2015,11/22/14,Hampton,North Dakota St.,N,L,66,74
2015,11/24/14,Hampton,Appalachian St.,A,L,74,82
2015,11/26/14,Hampton,American,H,L,60,64
2015,12/2/14,Hampton,Tennessee St.,A,W,62,54
2015,12/6/14,Hampton,Coppin St.,H,W,71,52
2015,12/8/14,Hampton,Morgan St.,H,W,62,58
2015,12/17/14,Hampton,Illinois,A,L,55,73
2015,12/19/14,Hampton,Tennessee St.,H,W,66,54
2015,12/21/14,Hampton,Northern Arizona,H,W,75,66
2015,12/29/14,Hampton,Northern Illinois,A,L,51,83
2015,1/3/15,Hampton,USC Upstate,A,L,54,68
2015,1/10/15,Hampton,Bethune Cookman,A,W,58,56
2015,1/12/15,Hampton,Florida A&M,A,W,78,63
2015,1/17/15,Hampton,North Carolina A&T,H,L,61,64
2015,1/19/15,Hampton,North Carolina Centr,H,L,52,59
2015,1/24/15,Hampton,Savannah St.,A,L,66,68
2015,1/26/15,Hampton,South Carolina St.,A,L,56,65
2015,1/31/15,Hampton,Norfolk St.,A,L,60,63
2015,2/2/15,Hampton,NJIT,A,L,67,86
2015,2/7/15,Hampton,Maryland Eastern Sho,H,W,64,61
2015,2/9/15,Hampton,Howard,H,W,73,69
2015,2/16/15,Hampton,Morgan St.,A,W,93,65
2015,2/21/15,Hampton,Delaware St.,H,L,71,74
2015,2/28/15,Hampton,Howard,A,W,68,67
2015,3/2/15,Hampton,Delaware St.,A,L,75,85
2015,3/5/15,Hampton,Norfolk St.,H,L,69,80
2015,3/9/15,Hampton,Morgan St.,N,W,91,71
2015,3/12/15,Hampton,Maryland Eastern Sho,N,W,76,71
2015,3/13/15,Hampton,Norfolk St.,N,W,75,64
2015,3/14/15,Hampton,Delaware St.,N,W,82,61
2015,3/17/15,Hampton,Manhattan,N,W,74,64
2015,3/19/15,Hampton,Kentucky,N,L,56,79
2015,11/15/14,St. Bonaventure,Dartmouth,H,W,77,57
2015,11/19/14,St. Bonaventure,Siena,H,L,70,73
2015,11/22/14,St. Bonaventure,Canisius,H,W,59,53
2015,11/25/14,St. Bonaventure,Jackson St.,H,W,79,71
2015,11/29/14,St. Bonaventure,Niagara,N,W,74,59
2015,12/3/14,St. Bonaventure,Buffalo,H,W,72,63
2015,12/6/14,St. Bonaventure,Ohio,A,W,80,70
2015,12/13/14,St. Bonaventure,Pittsburgh,A,L,54,58
2015,12/20/14,St. Bonaventure,Binghamton,A,W,69,51
2015,12/22/14,St. Bonaventure,Maryland Eastern Sho,H,L,80,82
2015,12/30/14,St. Bonaventure,Delaware,A,L,77,82
2015,1/3/15,St. Bonaventure,Massachusetts,A,W,69,55
2015,1/8/15,St. Bonaventure,Dayton,H,L,61,78
2015,1/11/15,St. Bonaventure,Richmond,A,L,41,60
2015,1/14/15,St. Bonaventure,George Mason,H,W,75,55
2015,1/18/15,St. Bonaventure,Saint Joseph's,H,W,70,61
2015,1/22/15,St. Bonaventure,Duquesne,A,W,100,97
2015,1/25/15,St. Bonaventure,Rhode Island,A,L,48,53
2015,1/31/15,St. Bonaventure,La Salle,H,L,56,66
2015,2/4/15,St. Bonaventure,Davidson,A,W,62,61
2015,2/7/15,St. Bonaventure,VCU,H,W,73,71
2015,2/11/15,St. Bonaventure,Massachusetts,H,L,53,55
2015,2/14/15,St. Bonaventure,Dayton,A,L,61,75
2015,2/18/15,St. Bonaventure,Richmond,H,L,56,71
2015,2/21/15,St. Bonaventure,Saint Joseph's,A,W,70,60
2015,2/25/15,St. Bonaventure,George Washington,A,L,46,69
2015,2/28/15,St. Bonaventure,Duquesne,H,W,92,75
2015,3/4/15,St. Bonaventure,Saint Louis,A,W,64,48
2015,3/7/15,St. Bonaventure,Fordham,H,W,66,52
2015,3/12/15,St. Bonaventure,Saint Joseph's,N,W,60,49
2015,3/13/15,St. Bonaventure,Dayton,N,L,71,75
2015,11/14/14,Temple,American,H,W,40,37
2015,11/17/14,Temple,Louisiana Tech,H,W,82,75
2015,11/21/14,Temple,Duke,N,L,54,74
2015,11/22/14,Temple,UNLV,N,L,50,57
2015,11/25/14,Temple,Penn,H,W,76,67
2015,11/30/14,Temple,LIU Brooklyn,H,W,70,56
2015,12/3/14,Temple,Saint Joseph's,A,L,56,58
2015,12/6/14,Temple,La Salle,N,W,58,57
2015,12/10/14,Temple,Towson,H,W,76,64
2015,12/14/14,Temple,Villanova,A,L,62,85
2015,12/18/14,Temple,Delaware,A,W,82,62
2015,12/22/14,Temple,Kansas,H,W,77,52
2015,12/28/14,Temple,Delaware St.,H,W,66,56
2015,12/31/14,Temple,Connecticut,A,W,57,53
2015,1/4/15,Temple,UCF,H,W,84,78
2015,1/7/15,Temple,Tulane,A,W,64,56
2015,1/10/15,Temple,Tulsa,H,L,56,63
2015,1/14/15,Temple,SMU,H,L,55,60
2015,1/17/15,Temple,Cincinnati,A,L,53,84
2015,1/22/15,Temple,South Florida,H,W,73,48
2015,1/28/15,Temple,UCF,A,W,86,62
2015,1/31/15,Temple,Tulane,H,W,55,37
2015,2/4/15,Temple,South Florida,A,W,61,48
2015,2/7/15,Temple,Memphis,A,W,61,60
2015,2/10/15,Temple,Cincinnati,H,W,75,59
2015,2/14/15,Temple,East Carolina,H,W,66,53
2015,2/19/15,Temple,SMU,A,L,58,67
2015,2/22/15,Temple,Tulsa,A,L,39,55
2015,2/26/15,Temple,Houston,H,W,66,54
2015,3/5/15,Temple,East Carolina,A,W,70,56
2015,3/7/15,Temple,Connecticut,H,W,75,63
2015,3/13/15,Temple,Memphis,N,W,80,75
2015,3/14/15,Temple,SMU,N,L,56,69
2015,3/18/15,Temple,Bucknell,H,W,73,67
2015,3/22/15,Temple,George Washington,H,W,90,77
2015,3/25/15,Temple,Louisiana Tech,H,W,77,59
2015,3/31/15,Temple,Miami FL,N,L,57,60
2015,11/14/14,Cleveland St.,Iona,A,L,73,78
2015,11/19/14,Cleveland St.,Jacksonville St.,H,W,60,46
2015,11/22/14,Cleveland St.,Savannah St.,A,L,83,87
2015,11/26/14,Cleveland St.,Louisville,A,L,33,45
2015,11/28/14,Cleveland St.,Marshall,A,W,68,59
2015,12/3/14,Cleveland St.,Toledo,H,L,54,59
2015,12/7/14,Cleveland St.,Western Illinois,H,W,76,54
2015,12/13/14,Cleveland St.,Bowling Green,A,L,57,67
2015,12/18/14,Cleveland St.,Virginia,A,L,54,70
2015,12/21/14,Cleveland St.,San Francisco,H,W,69,65
2015,12/23/14,Cleveland St.,Eastern Illinois,H,L,65,67
2015,12/29/14,Cleveland St.,VCU,A,L,63,72
2015,1/2/15,Cleveland St.,Milwaukee,H,W,84,57
2015,1/4/15,Cleveland St.,Illinois Chicago,A,W,74,69
2015,1/8/15,Cleveland St.,Oakland,H,W,65,61
2015,1/10/15,Cleveland St.,Valparaiso,A,L,56,58
2015,1/14/15,Cleveland St.,Wright St.,A,W,55,50
2015,1/15/15,Cleveland St.,Youngstown St.,A,W,74,61
2015,1/23/15,Cleveland St.,Detroit,H,W,70,66
2015,1/26/15,Cleveland St.,Oakland,A,L,56,59
2015,1/31/15,Cleveland St.,Green Bay,H,W,76,62
2015,2/4/15,Cleveland St.,Youngstown St.,H,W,73,60
2015,2/7/15,Cleveland St.,Wright St.,H,W,88,72
2015,2/13/15,Cleveland St.,Detroit,A,L,65,66
2015,2/15/15,Cleveland St.,Illinois Chicago,H,W,67,59
2015,2/20/15,Cleveland St.,Green Bay,A,W,66,61
2015,2/22/15,Cleveland St.,Milwaukee,A,L,60,66
2015,2/27/15,Cleveland St.,Valparaiso,H,L,53,56
2015,3/6/15,Cleveland St.,Detroit,N,W,70,53
2015,3/7/15,Cleveland St.,Valparaiso,N,L,55,60
2015,3/18/15,Cleveland St.,Western Michigan,A,W,86,57
2015,3/23/15,Cleveland St.,NJIT,A,L,77,80
2015,11/15/14,Providence,Albany,H,W,64,60
2015,11/17/14,Providence,Binghamton,H,W,66,45
2015,11/20/14,Providence,Navy,H,W,88,51
2015,11/22/14,Providence,Florida St.,N,W,80,54
2015,11/23/14,Providence,Notre Dame,N,W,75,74
2015,11/28/14,Providence,Yale,H,W,72,66
2015,11/30/14,Providence,Kentucky,A,L,38,58
2015,12/5/14,Providence,Boston College,A,L,60,69
2015,12/8/14,Providence,Brown,H,L,67,77
2015,12/10/14,Providence,Rhode Island,H,W,68,60
2015,12/13/14,Providence,Stony Brook,H,W,79,61
2015,12/20/14,Providence,Massachusetts,H,W,85,65
2015,12/22/14,Providence,Miami FL,N,W,76,62
2015,12/31/14,Providence,Creighton,H,W,65,53
2015,1/3/15,Providence,Marquette,A,L,66,75
